Text	Occurrence
"Cave spider"	"src/borg/borg6.c:1325"
"Pink naga"	"src/borg/borg6.c:1326"
"Giant pink frog"	"src/borg/borg6.c:1327"
"Radiation eye"	"src/borg/borg6.c:1328"
"Yellow worm mass"	"src/borg/borg6.c:1329"
"Gravity"	"src/borg/borg6.c:1332"
"Inertia"	"src/borg/borg6.c:1333"
"Ancient"	"src/borg/borg6.c:1334"
"Beorn"	"src/borg/borg6.c:1335"
"Dread"	"src/borg/borg6.c:1336"
"Azriel"	"src/borg/borg6.c:1340"
"Dracolich"	"src/borg/borg6.c:1341"
"Dracolisk"	"src/borg/borg6.c:1342"
"Light hound"	"src/borg/borg6.c:1346"
"Dark hound"	"src/borg/borg6.c:1347"
"Pukelman"	"src/borg/borg6.c:1353"
"Nightmare"	"src/borg/borg6.c:1354"
"Drolem"	"src/borg/borg6.c:1359"
"# No Phase. scary squares: %d"	"src/borg/borg6.c:1521"
"# Safe to Phase. scary squares: %d"	"src/borg/borg6.c:1525"
"# No Shoot'N'Scoot. scary squares: %d/100"	"src/borg/borg6.c:1750"
"# Safe to Shoot'N'Scoot. scary squares: %d/100"	"src/borg/borg6.c:1754"
"# No Teleport. scary squares: %d"	"src/borg/borg6.c:1851"
"# Escaping level via stairs."	"src/borg/borg6.c:1871"
"# Attempting to get to town immediately"	"src/borg/borg6.c:1950"
"# Danger Level 1."	"src/borg/borg6.c:1996"
"# Danger Level 1.1  Critical Attempt"	"src/borg/borg6.c:2015"
"# Danger Level 1.2  Critical Phase"	"src/borg/borg6.c:2030"
"# Danger Level 1.3  Critical Attempt"	"src/borg/borg6.c:2046"
"# Danger Level 2.1"	"src/borg/borg6.c:2090"
"# Danger Level 2.2"	"src/borg/borg6.c:2107"
"# Danger Level 3.1"	"src/borg/borg6.c:2136"
"# Danger Level 3.2"	"src/borg/borg6.c:2155"
"# Danger Level 3.3"	"src/borg/borg6.c:2174"
"# Danger Level 3.4"	"src/borg/borg6.c:2187"
"# Fleeing (failed to teleport)"	"src/borg/borg6.c:2201 src/borg/borg6.c:2271 src/borg/borg6.c:2355"
"# Leaving (failed to teleport)"	"src/borg/borg6.c:2211 src/borg/borg6.c:2281 src/borg/borg6.c:2365"
"# Danger Level 4.1"	"src/borg/borg6.c:2238"
"# Danger Level 4.2"	"src/borg/borg6.c:2257"
"# Danger Level 4.3"	"src/borg/borg6.c:2298"
"# Danger Level 5.1"	"src/borg/borg6.c:2323"
"# Danger Level 5.2"	"src/borg/borg6.c:2341"
"# Danger Level 5.3"	"src/borg/borg6.c:2381"
"# Danger Level 6.1"	"src/borg/borg6.c:2408"
"# Danger Level 6.2"	"src/borg/borg6.c:2426"
"# Shoot N Scoot. (Danger Level 7.1)"	"src/borg/borg6.c:2446"
"# Fixing Confusion. Level 1"	"src/borg/borg6.c:2539"
"# Fixing Confusion. Level 1.a"	"src/borg/borg6.c:2546"
"# Fixing Confusion. Level 2"	"src/borg/borg6.c:2557"
"# Fixing Confusion. Level 3"	"src/borg/borg6.c:2573"
"# Too scary to fix Confusion. Level 4"	"src/borg/borg6.c:2582"
"# Fixing Confusion. Level 5"	"src/borg/borg6.c:2596"
"# Fixing Blindness."	"src/borg/borg6.c:2628"
"# Fixing Confusion/Blind."	"src/borg/borg6.c:2640"
"# Healing in Questor Combat."	"src/borg/borg6.c:2662"
"# Use Magi Staff"	"src/borg/borg6.c:2673"
"# Restored My Mana"	"src/borg/borg6.c:2690"
"# Trying to fix stats in combat."	"src/borg/borg6.c:2709"
"# Healing Level 1."	"src/borg/borg6.c:2760"
"# Healing Level 2."	"src/borg/borg6.c:2771"
"# Healing Level 3."	"src/borg/borg6.c:2784"
"# Healing Level 4."	"src/borg/borg6.c:2795"
"# Healing Level 5."	"src/borg/borg6.c:2806"
"# Healing Level 6."	"src/borg/borg6.c:2821"
"# Healing Level 7."	"src/borg/borg6.c:2848"
"# Healing Level 8."	"src/borg/borg6.c:2865"
"# Healing Level 9."	"src/borg/borg6.c:2886"
"# Healing Level 10."	"src/borg/borg6.c:2901"
"# Curing."	"src/borg/borg6.c:2928"
"# Curing next round."	"src/borg/borg6.c:2937"
"# Emergency Cure Poison! Gasp!!!...."	"src/borg/borg6.c:2959"
"# Healing. Curing section."	"src/borg/borg6.c:2981"
"# Healing.  Bleeding."	"src/borg/borg6.c:3034"
"# Emergency Wound Patch! Gasp!!!...."	"src/borg/borg6.c:3047"
"# Rising one dlevel (Not ready for Morgoth)"	"src/borg/borg6.c:3234"
"# Leaving (Not ready for Morgoth now)"	"src/borg/borg6.c:3242"
"# Leaving (Too many escapes)"	"src/borg/borg6.c:3270"
"# Fleeing (Too many escapes)"	"src/borg/borg6.c:3280"
"# Scary guy on level."	"src/borg/borg6.c:3292"
"# Leaving (Scary guy on level)"	"src/borg/borg6.c:3298"
"# Fleeing (Scary guy on level)"	"src/borg/borg6.c:3308"
"# Ignoring combat with monsters."	"src/borg/borg6.c:3322"
"# Borg ignoring messges."	"src/borg/borg6.c:3328"
"# Loc:%d,%d Dep:%d Lev:%d HP:%d/%d SP:%d/%d Danger:p=%d"	"src/borg/borg6.c:3341"
"# Protected by Resistance (borg turns:%d; game turns:%d)"	"src/borg/borg6.c:3346"
"# Protected by Mystic Shield"	"src/borg/borg6.c:3350"
"# Protected by PFE"	"src/borg/borg6.c:3354"
"# Protected by Sea of Runes."	"src/borg/borg6.c:3358"
"# Questor Combat."	"src/borg/borg6.c:3362"
"# Protected by anti-summon corridor."	"src/borg/borg6.c:3366"
"# Standing on Glyph"	"src/borg/borg6.c:3380"
"# Standing on up-stairs"	"src/borg/borg6.c:3395"
"# Standing on dn-stairs"	"src/borg/borg6.c:3411"
"# Resting for Recall."	"src/borg/borg6.c:3461"
"# Casting preparatory spell before Recall activates."	"src/borg/borg6.c:3485"
"# Casting PFE before Recall activates."	"src/borg/borg6.c:3492"
"# Casting preparatory prayer before Recall activates."	"src/borg/borg6.c:3503"
"# Leaving (restock) %s"	"src/borg/borg6.c:3523"
"# Fleeing (restock) %s"	"src/borg/borg6.c:3533"
"# Fleeing (excessive danger)"	"src/borg/borg6.c:3548"
"# Leaving (potential danger)"	"src/borg/borg6.c:3561"
"# Fleeing and leaving the level. (scaryguy)"	"src/borg/borg6.c:3579"
"# Fleeing and leaving the level. (fleeing_lunal)"	"src/borg/borg6.c:3580"
"# Fleeing and leaving the level. (fleeing munchkin)"	"src/borg/borg6.c:3581"
"# Leaving level,  Some danger but I'm on a stair."	"src/borg/borg6.c:3583"
"# Leaving via up stairs."	"src/borg/borg6.c:3618"
"# Casting preparatory spell before taking stairs."	"src/borg/borg6.c:3651"
"# Casting PFE before taking stairs."	"src/borg/borg6.c:3659"
"# Casting preparatory prayer before taking stairs."	"src/borg/borg6.c:3672"
"# Leaving (need fuel)"	"src/borg/borg6.c:3704"
"# Leaving (need food)"	"src/borg/borg6.c:3734"
"# Fleeing (need food)"	"src/borg/borg6.c:3744"
"# Fleeing (breeder level)"	"src/borg/borg6.c:3759"
"# Desperate for Stairs (one)"	"src/borg/borg6.c:3837"
"# Desperate for Stairs (two)"	"src/borg/borg6.c:3852"
"# Desperate for Stairs (three)"	"src/borg/borg6.c:3892"
"# Desperate for Stairs (four)"	"src/borg/borg6.c:3908"
"# Retreating to %d,%d (distance %d) via %d,%d (%d > %d)"	"src/borg/borg6.c:4123"
"# Backing up to %d,%d (%d > %d)"	"src/borg/borg6.c:4305"
"# Healing.  Confusion."	"src/borg/borg6.c:4331 src/borg/borg6.c:4340"
"# Leaving (low hit-points)"	"src/borg/borg6.c:4379"
"# Fleeing (low hit-points)"	"src/borg/borg6.c:4389"
"# Leaving (bleeding/posion)"	"src/borg/borg6.c:4408"
"# Fleeing (bleeding/poison)"	"src/borg/borg6.c:4418"
"# Using reserve EZ_Heal."	"src/borg/borg6.c:4439"
"# Fleeing the level (recall)"	"src/borg/borg6.c:4447"
"# Buying time waiting for Recall.(1)"	"src/borg/borg6.c:4461"
"# Buying time waiting for Recall.(2)"	"src/borg/borg6.c:4472"
"# Buying time waiting for Recall.(3)"	"src/borg/borg6.c:4481"
"# Buying time waiting for Recall.(4)"	"src/borg/borg6.c:4494"
"# Facing %s at (%d,%d) who has %d Hit Points."	"src/borg/borg6.c:4933"
"# Attacking with weapon '%s'"	"src/borg/borg6.c:4934"
"# Targeting %s who has %d Hit Points (%d,%d)."	"src/borg/borg6.c:4971"
"# Targetting location (%d,%d)"	"src/borg/borg6.c:4975"
"# Perhaps wall near targetted location (%d,%d)"	"src/borg/borg6.c:5033"
"# Guessing wall (%d,%d) under ghostly target (%d,%d)"	"src/borg/borg6.c:5086"
"# Guessing wall (%d,%d) near target (%d,%d)"	"src/borg/borg6.c:5096 src/borg/borg6.c:5108"
"Egv"	"src/borg/borg6.c:5405"
"# Firing standard missile '%s'"	"src/borg/borg6.c:6650"
"# Firing seeker missile '%s'"	"src/borg/borg6.c:6731"
"# Firing silver missile '%s'"	"src/borg/borg6.c:6811"
"# Firing flame branded missile '%s'"	"src/borg/borg6.c:6892"
"# Firing frost branded missile '%s'"	"src/borg/borg6.c:6971"
"# Firing venom branded missile '%s'"	"src/borg/borg6.c:7051"
"# Firing holy branded missile '%s'"	"src/borg/borg6.c:7132"
"{average}"	"src/borg/borg6.c:7183"
"# Firing animal missile '%s'"	"src/borg/borg6.c:7215"
"# Firing undead missile '%s'"	"src/borg/borg6.c:7294"
"# Firing demon missile '%s'"	"src/borg/borg6.c:7373"
"# Firing orc missile '%s'"	"src/borg/borg6.c:7452"
"# Firing troll missile '%s'"	"src/borg/borg6.c:7531"
"# Firing giant missile '%s'"	"src/borg/borg6.c:7610"
"# Firing dragon branded missile '%s'"	"src/borg/borg6.c:7691"
"# Firing evil branded missile '%s'"	"src/borg/borg6.c:7771"
"# Firing wounding branded missile '%s'"	"src/borg/borg6.c:7851"
"# Resting on grid (%d, %d), waiting for monster to approach."	"src/borg/borg6.c:7939"
"# Throwing painful object '%s'"	"src/borg/borg6.c:8041"
"# Emergency use of an Attack Spell."	"src/borg/borg6.c:8247"
"# Emergency use of a Wand of Wonder."	"src/borg/borg6.c:8595"
"empty"	"src/borg/borg6.c:8647 src/borg/borg7.c:1361 src/borg/borg7.c:1412 src/borg/borg7.c:1651 src/object/obj-desc.c:607 src/tests/trivial/trivial.c:19"
"# Aiming unknown wand '%s.'"	"src/borg/borg6.c:8664"
"tried"	"src/borg/borg6.c:8713 src/borg/borg7.c:2478 src/borg/borg7.c:2514 src/object/obj-desc.c:617"
"# Aiming unknown rod '%s.'"	"src/borg/borg6.c:8730"
"# Failed to properly activate the artifact"	"src/borg/borg6.c:8959"
"Farmer"	"src/borg/borg6.c:9819"
"# Bored, or recalling and fighting a monster on Scaryguy Level."	"src/borg/borg6.c:9853"
"# High clevel fighting monster on Scaryguy Level."	"src/borg/borg6.c:9859"
"# Adjacent to monster on Scaryguy Level."	"src/borg/borg6.c:9864"
"# Performing attack type %d with value %d."	"src/borg/borg6.c:9935"
"# Performing munchkin attack with value %d."	"src/borg/borg6.c:10075 src/borg/borg6.c:10193"
"# Logging Spell pathway (%d,%d): Wall grid."	"src/borg/borg6.c:10232"
"# Logging Spell pathway (%d,%d): %s, danger %d"	"src/borg/borg6.c:10237"
"# Logging Spell pathway (%d,%d): My grid."	"src/borg/borg6.c:10243"
"# Logging Spell pathway (%d,%d)."	"src/borg/borg6.c:10248"
"# Attempting to cast Bless"	"src/borg/borg6.c:10378"
"# Attempting to cast Speed"	"src/borg/borg6.c:10517"
"# Attempting to cast FC"	"src/borg/borg6.c:10609"
"# Attempting to cast FECAP"	"src/borg/borg6.c:10714"
"# Attempting to cast RFire"	"src/borg/borg6.c:10793"
"# Attempting to cast RCold"	"src/borg/borg6.c:10878"
"# Attempting to cast RAcid"	"src/borg/borg6.c:10952"
"# Attempting to cast RPois"	"src/borg/borg6.c:11026"
"# Attempting to cast PFE"	"src/borg/borg6.c:11102"
"# Attempting to cast Shield"	"src/borg/borg6.c:11165"
"# T.O. %d, index %d (%d,%d)"	"src/borg/borg6.c:11338"
"# Attempting to cast Hero"	"src/borg/borg6.c:11392"
"# Noting the creation of a glyph."	"src/borg/borg6.c:11532 src/borg/borg6.c:15862 src/borg/borg9.c:1884"
"# Race '%c' is a threat with total danger %d from %d individuals."	"src/borg/borg6.c:11916"
"# Race '%c' is a real threat with total danger %d from %d individuals."	"src/borg/borg6.c:11941"
"# Banishing race '%c' (qty:%d).  Danger after spell:%d"	"src/borg/borg6.c:11981"
"# Banishing race '%c' (qty:%d).  Danger from them:%d"	"src/borg/borg6.c:11982"
"# Banishing nasties '%c' (qty:%d)."	"src/borg/borg6.c:12071"
"# Banishing Evil: (%d,%d): %s, danger %d. is considered."	"src/borg/borg6.c:12398"
"# Banishing Evil: (%d,%d): %s, danger %d. Stays (not evil)."	"src/borg/borg6.c:12409"
"# Banishing Evil: (%d,%d): %s, danger %d. Unique not considered: Injury %d."	"src/borg/borg6.c:12423"
"# Banishing Evil: (%d,%d): %s, danger %d. Stays (in wall)."	"src/borg/borg6.c:12437"
"# Banishing Evil: (%d,%d): %s, danger %d. Booted."	"src/borg/borg6.c:12447"
"# Shifted panel to locate offscreen monster."	"src/borg/borg6.c:12691"
"# Shifted panel as a precaution."	"src/borg/borg6.c:12716 src/borg/borg6.c:12729 src/borg/borg6.c:12742 src/borg/borg6.c:12755"
"# Not resting. I can see Morgoth or a shooter."	"src/borg/borg6.c:12820"
"# Resting on grid (%d, %d), waiting for Morgoth."	"src/borg/borg6.c:12833"
"# %d, index %d (%d,%d)"	"src/borg/borg6.c:12955"
"# Attempting to cast T.O. for depth 100."	"src/borg/borg6.c:12960"
"# Attempting to cast Banishment for depth 100.  %d monsters "	"src/borg/borg6.c:13074"
"# Attempting to Illuminate a Pathway to (%d, %d)"	"src/borg/borg6.c:13173"
"# Refreshing Resistance.  borg_resistance=%d, p_ptr->=%d, (ratio=%d)"	"src/borg/borg6.c:13351"
"# Performing defence type %d with value %d"	"src/borg/borg6.c:13380"
"# Noting the creation of a corridor glyph."	"src/borg/borg6.c:14060"
"# Performing perma-spell type %d with value %d"	"src/borg/borg6.c:14238"
"# Need to refuel but cant!"	"src/borg/borg6.c:14409"
"# Cure Stun"	"src/borg/borg6.c:14445"
"# Cure Heavy Stun"	"src/borg/borg6.c:14462"
"# Cure Cuts"	"src/borg/borg6.c:14480"
"# Cure poison"	"src/borg/borg6.c:14495"
"# Cure fear"	"src/borg/borg6.c:14511"
"# heal damage (recovering)"	"src/borg/borg6.c:14547"
"# Resting to recharge a rod..."	"src/borg/borg6.c:14710"
"# Resting to recover HP/SP..."	"src/borg/borg6.c:14747"
"# Lighted the darkened room instead of resting."	"src/borg/borg6.c:14766"
"# Resting to gain Mana. (danger %d)..."	"src/borg/borg6.c:14781"
"# Resting to gain munchkin HP/mana. (danger %d)..."	"src/borg/borg6.c:14806"
"# Resting to cure problem. (danger %d)..."	"src/borg/borg6.c:14825"
"# Closing a door"	"src/borg/borg6.c:14905"
"# Noting the closing of a door."	"src/borg/borg6.c:14920"
"# Walking into a '%s' at (%d,%d)"	"src/borg/borg6.c:14985"
"chest"	"src/borg/borg6.c:15017 src/object/obj-util.c:3561"
"Ruined"	"src/borg/borg6.c:15018"
"# Searching a '%s' at (%d,%d)"	"src/borg/borg6.c:15026"
"# Disarming a '%s' at (%d,%d)"	"src/borg/borg6.c:15042"
"# Opening a '%s' at (%d,%d)"	"src/borg/borg6.c:15056"
"# Orbing an object to check for cursed item."	"src/borg/borg6.c:15096"
"# Walking onto and deleting a '%s' at (%d,%d)"	"src/borg/borg6.c:15130"
"# Walking onto a glyph of warding."	"src/borg/borg6.c:15149"
"# Unbarring ways"	"src/borg/borg6.c:15169 src/borg/borg6.c:15216"
"# Disarming a trap"	"src/borg/borg6.c:15174"
"# Destroying doors"	"src/borg/borg6.c:15223"
"# Melting a door"	"src/borg/borg6.c:15232"
"# Opening a door"	"src/borg/borg6.c:15257"
"# Melting a wall/etc"	"src/borg/borg6.c:15293"
"# Swapping Digger"	"src/borg/borg6.c:15328"
"# Digging through wall/etc"	"src/borg/borg6.c:15337"
"# Entering a '%d' shop"	"src/borg/borg6.c:15353"
"# Borg searching-walking engaged."	"src/borg/borg6.c:15367"
"# Disengage the searching-walking."	"src/borg/borg6.c:15374"
"# Borg is searching while walking."	"src/borg/borg6.c:15391"
"# Twitchy!"	"src/borg/borg6.c:15423"
"# Flowing toward %s at cost %d"	"src/borg/borg6.c:15472"
"stairs"	"src/borg/borg6.c:15649"
"up-stairs"	"src/borg/borg6.c:15700"
"down-stairs"	"src/borg/borg6.c:15760"
"# Glyph Creating at (%d,%d)"	"src/borg/borg6.c:15845"
"Glyph"	"src/borg/borg6.c:16047"
"a lighted area"	"src/borg/borg6.c:16104"
"vault excavation"	"src/borg/borg6.c:16181"
"# Excavation of vault"	"src/borg/borg6.c:16287"
"un-visited shops"	"src/borg/borg6.c:16396"
"# Re-entering a shop"	"src/borg/borg6.c:16431"
"targetable position"	"src/borg/borg6.c:16553"
"Monster Path"	"src/borg/borg6.c:16714 src/borg/borg6.c:16722"
"anti-summon corridor north type 1"	"src/borg/borg6.c:16963"
"anti-summon corridor south type 1"	"src/borg/borg6.c:16983"
"anti-summon corridor east type 1"	"src/borg/borg6.c:17004"
"anti-summon corridor west type 1"	"src/borg/borg6.c:17024"
"anti-summon corridor"	"src/borg/borg6.c:17173"
"Recover Grid"	"src/borg/borg6.c:17290"
"kill"	"src/borg/borg6.c:17550 src/z-msg-list.h:14"
"vein"	"src/borg/borg6.c:17662"
"item"	"src/borg/borg6.c:17843 src/game-cmd.c:401"
"Scum item"	"src/borg/borg6.c:17953"
"# Lunal Item %s, at %d,%d"	"src/borg/borg6.c:18024 src/borg/borg6.c:18063 src/borg/borg6.c:18073"
"munchkin item"	"src/borg/borg6.c:18138"
"center direct"	"src/borg/borg6.c:18436"
"kill direct"	"src/borg/borg6.c:18459"
"dark-4"	"src/borg/borg6.c:19216"
"dark-5"	"src/borg/borg6.c:19318"
"# Spastic Searching at (%d,%d)...value:%d"	"src/borg/borg6.c:19469"
"spastic"	"src/borg/borg6.c:19688"
"average"	"src/borg/borg7.c:99 src/borg/borg7.c:1660 src/borg/borg7.c:2832 src/borg/borg7.c:3350 src/borg/borg7.c:3506 src/borg/borg7.c:3977 src/borg/borg7.c:4435 src/squelch.c:99 src/tables.c:246"
"# Wizard lighting the dungeon"	"src/borg/borg7.c:288"
"# Illuminating the dungeon"	"src/borg/borg7.c:386"
"SELF:lite"	"src/borg/borg7.c:387 src/borg/borg8.c:2927"
"# Checking for traps, doors, and evil."	"src/borg/borg7.c:520"
"SELF:TDE"	"src/borg/borg7.c:522"
"# Checking for monsters."	"src/borg/borg7.c:540"
"SELF:evil"	"src/borg/borg7.c:542"
"# Checking for traps, doors & stairs."	"src/borg/borg7.c:561"
"SELF:both"	"src/borg/borg7.c:563"
"# Checking for traps."	"src/borg/borg7.c:584"
"SELF:trap"	"src/borg/borg7.c:586"
"# Checking for doors."	"src/borg/borg7.c:606"
"SELF:door"	"src/borg/borg7.c:608"
"# Checking for walls."	"src/borg/borg7.c:629"
"SELF:wall"	"src/borg/borg7.c:631"
"# Decursing armor."	"src/borg/borg7.c:1178 src/borg/borg7.c:1215"
"# Decursing weapon."	"src/borg/borg7.c:1255 src/borg/borg7.c:1283"
"Recharging %s with current charge of %d"	"src/borg/borg7.c:1406"
"cursed}"	"src/borg/borg7.c:1721"
"indestructible"	"src/borg/borg7.c:1783 src/borg/borg7.c:1921 src/borg/borg7.c:2295 src/borg/borg7.c:2477 src/borg/borg7.c:2513 src/borg/borg7.c:3355 src/borg/borg7.c:3511 src/borg/borg7.c:3982"
"# Junking junk (valued at %d)"	"src/borg/borg7.c:1790"
"# Destroying %s."	"src/borg/borg7.c:1792 src/borg/borg7.c:2206 src/borg/borg7.c:2363"
"01"	"src/borg/borg7.c:1797"
"099"	"src/borg/borg7.c:1803"
"# Crappy artifact at %d,%d"	"src/borg/borg7.c:1827"
"# Junking %ld gold (full)"	"src/borg/borg7.c:2200"
"# Junking %ld gold (slow)"	"src/borg/borg7.c:2357"
"# Identifying %s."	"src/borg/borg7.c:2578"
"# Taking off naked loose ring."	"src/borg/borg7.c:2659"
"# Taking off less valuable right ring."	"src/borg/borg7.c:2745"
"# Taking off more valuable left ring."	"src/borg/borg7.c:2758"
"# Putting on best tight ring."	"src/borg/borg7.c:2909"
"# Wearing %s."	"src/borg/borg7.c:2912 src/borg/borg7.c:3757"
"# Swapping backup.  (%d < %d)."	"src/borg/borg7.c:3125"
"# Unwielding %s.  Combining quiver slots %c & %c."	"src/borg/borg7.c:3200"
"# Dumping %s.  Bad ammo in quiver."	"src/borg/borg7.c:3281"
"Equip Item %d %s."	"src/borg/borg7.c:3412"
"With Item     (borg_power %ld)"	"src/borg/borg7.c:3413"
"Removed Item  (best power %ld)"	"src/borg/borg7.c:3414"
"# Removing %s.  Power with: (%ld) Power w/o (%ld)"	"src/borg/borg7.c:3418"
"# Not considering a %s; it was recently worn."	"src/borg/borg7.c:3542"
"Trying Item %s (best power %ld)"	"src/borg/borg7.c:3620 src/borg/borg8.c:1731 src/borg/borg8.c:1766 src/borg/borg8.c:1806"
"Against Item %s   (borg_power %ld)"	"src/borg/borg7.c:3621"
"# Removing %s to make room for %s."	"src/borg/borg7.c:3745"
"# Noting the wearing of artifact."	"src/borg/borg7.c:3767 src/borg/borg7.c:4120"
"# Loading Quiver %s."	"src/borg/borg7.c:3859"
"Trying Combo (best power %ld)"	"src/borg/borg7.c:3933"
"             (borg_power %ld)"	"src/borg/borg7.c:3934"
"inv %d %s."	"src/borg/borg7.c:3936"
"stuff %s."	"src/borg/borg7.c:3938"
"(Inven"	"src/borg/borg7.c:4113 src/borg/borg9.c:332"
"# Best Combo %s."	"src/borg/borg7.c:4129"
"# Getting (Best Fit) %s."	"src/borg/borg7.c:4167"
"# Studying spell/prayer %s."	"src/borg/borg7.c:4274"
"# Testing untried spell/prayer"	"src/borg/borg7.c:4337"
"# Waiting for '%s' to Recharge."	"src/borg/borg7.c:4491"
"# Swapping Item for Recharge."	"src/borg/borg7.c:4509"
"# Borg must crawl to deep dungeon- no recall to 100."	"src/borg/borg7.c:4589"
"# Recalling into dungeon."	"src/borg/borg7.c:4608"
"# Not deep enough to recall"	"src/borg/borg7.c:4618"
"# Not enough recalls to recall"	"src/borg/borg7.c:4624"
"# Way too scary to recall down there!   %s"	"src/borg/borg7.c:4631"
"# failed to recall when I wanted to"	"src/borg/borg7.c:4636"
"# heading up (bored and unable to dive: %s)"	"src/borg/borg7.c:4680"
"# heading up (bored and spastic)."	"src/borg/borg7.c:4690"
"# Climbing (too deep: %s)"	"src/borg/borg7.c:4708"
"# Returning to town (too deep: %s)"	"src/borg/borg7.c:4718"
"# returning to town to restock(too deep: %s)"	"src/borg/borg7.c:4728"
"Collect from house"	"src/borg/borg7.c:4735"
"# Returning to town to Collect stock."	"src/borg/borg7.c:4737"
"# returning to town to recall back down (too shallow)"	"src/borg/borg7.c:4750"
"# Returning to level 98 to scum for items."	"src/borg/borg7.c:4761"
"# Going up a bit (No Deeper than %d)."	"src/borg/borg7.c:4774"
"# Going to town (Sell Stuff, Worshipping Gold)."	"src/borg/borg7.c:4782"
"# Going to town (Sell Stuff)."	"src/borg/borg7.c:4789"
"# Going to town (Fix Level)."	"src/borg/borg7.c:4796"
"# Going to town (Fix Experience)."	"src/borg/borg7.c:4803"
"# Going to town (I miss my home)."	"src/borg/borg7.c:4812"
"# Going to town (scumming check)."	"src/borg/borg7.c:4821"
"# Going to town (short trips)."	"src/borg/borg7.c:4832"
"# Going to town (Dropping off Potions)."	"src/borg/borg7.c:4842"
"# Staying on level to rotate shops."	"src/borg/borg7.c:4856"
"# Choosing random stairs."	"src/borg/borg7.c:4864"
"# Looking for up stairs.  Going up."	"src/borg/borg7.c:4874"
"# Recalling to town (goal rising)"	"src/borg/borg7.c:4883"
"# Recalling to town (need to restock)"	"src/borg/borg7.c:4892"
"# Looking for stairs. I'm bored."	"src/borg/borg7.c:4898"
"# Recalling to town (no stairs)"	"src/borg/borg7.c:4907"
"# Waiting for towns people to breed.  I need %d..."	"src/borg/borg8.c:40"
"Trying Combo (best home power %ld)"	"src/borg/borg8.c:401 src/borg/borg8.c:608"
"             (test home power %ld)"	"src/borg/borg8.c:403 src/borg/borg8.c:610"
"store %d %s (qty-%d)."	"src/borg/borg8.c:407 src/borg/borg8.c:614"
"store %d (empty)."	"src/borg/borg8.c:411 src/borg/borg8.c:618"
"cursed"	"src/borg/borg8.c:914 src/object/identify.c:1202 src/object/obj-desc.c:622 src/z-msg-list.h:135"
"# Choosing not to sell back %s"	"src/borg/borg8.c:1004"
"# Choosing not to buy back %s"	"src/borg/borg8.c:1368"
"# Choosing not to buy back '%s' from home."	"src/borg/borg8.c:1666"
"   Against Item %s   (borg_power %ld)"	"src/borg/borg8.c:1732 src/borg/borg8.c:1767 src/borg/borg8.c:1807"
"# Buying '%s' at '%s' immediately"	"src/borg/borg8.c:2378"
"# Buying '%s' from the home immediately."	"src/borg/borg8.c:2393"
"# Buying '%s' at '%s' (money scumming)"	"src/borg/borg8.c:2430"
"# Selling '%s' to the home"	"src/borg/borg8.c:2445"
"# Buying '%s' from the home (step 1)"	"src/borg/borg8.c:2448"
"# Selling '%s' at '%s'"	"src/borg/borg8.c:2460"
"# Buying '%s'(%c) at '%s' (for player 'b')"	"src/borg/borg8.c:2473"
"# Buying '%s' from the home (step 4)"	"src/borg/borg8.c:2486"
"# Grabbing (to sell) '%s' from the home"	"src/borg/borg8.c:2502"
"# Grabbing (for home) '%s' at '%s'"	"src/borg/borg8.c:2516"
"# Buying '%s' from the home as a backup"	"src/borg/borg8.c:2528 src/borg/borg8.c:2538"
